aid,prn,t,rh,tanededt,minelv,maxelv,azi,dt,ahgt,sp,ptn,clr,pr,ms,vs,af,df
1,6,1408438838,10.215,2064.416,5.070,24.873,197.981,2680,0.185,29.253,3.454,4.610,2.302,106.214,1536.334,13507.345,-4.013
1,9,1408420598,10.556,-2197.445,5.075,24.947,207.319,2840,0.185,31.567,3.864,5.032,2.380,108.621,1498.505,13361.574,-4.248
1,11,1408443688,11.284,2113.699,5.059,24.976,216.000,2760,0.185,38.887,3.312,3.562,2.148,129.763,2439.415,16835.730,-4.334
1,12,1408451779,12.390,-2221.035,5.021,24.986,213.253,2890,0.185,26.388,2.856,3.417,2.046,135.984,2279.452,11709.518,-3.860
1,15,1408460358,11.736,1097.122,5.001,10.124,181.000,740,0.185,50.548,1.903,1.712,1.712,119.109,2800.775,4695.753,6.449
1,16,1408408383,12.162,2068.774,5.055,24.860,185.200,2690,0.185,18.965,2.841,2.623,1.498,82.252,977.812,7126.755,-2.668
1,17,1408430208,9.131,2103.464,5.056,24.910,219.000,2740,0.185,40.227,4.431,5.009,1.892,129.087,2188.364,17973.143,-3.450
1,19,1408433448,9.346,2142.443,5.042,24.855,229.858,2800,0.185,39.129,5.532,7.787,2.840,123.002,1797.056,16701.017,-3.924
1,20,1408448823,12.312,2144.816,5.062,24.908,189.654,2790,0.185,25.073,2.632,2.559,1.430,103.395,1472.114,10116.877,-4.610
1,21,1408485068,9.978,-2048.066,5.042,20.026,245.871,2400,0.185,53.214,4.342,5.657,2.360,136.542,2633.732,19234.314,-1.472
1,23,1408463428,11.275,2128.938,5.026,24.879,242.405,2780,0.185,29.807,3.354,4.072,2.707,128.783,1684.862,11663.317,-4.090
1,24,1408443393,10.567,-1166.541,5.070,9.539,248.431,710,0.185,62.471,2.344,3.319,3.319,132.146,2521.370,5791.556,0.184
1,25,1408454468,12.378,-2375.109,5.052,24.975,234.423,3060,0.185,22.511,3.005,4.319,2.506,108.373,1217.217,10613.192,-3.808
1,28,1408481218,9.913,2110.529,5.017,24.962,197.217,2760,0.185,45.288,4.527,7.512,2.901,120.319,2337.681,19641.994,-4.016
1,29,1408462883,11.666,-2138.263,5.105,24.993,196.306,2770,0.185,34.191,2.773,3.031,1.812,125.539,2418.261,15364.648,-5.845
1,30,1408431918,9.158,-2182.820,5.041,24.953,191.470,2840,0.185,42.363,6.844,7.694,3.601,107.343,1585.302,17708.207,-2.496
1,31,1408485248,10.435,2071.198,5.025,24.852,210.896,2700,0.185,33.641,3.263,3.896,1.522,135.851,2713.617,16300.406,-3.017
1,32,1408473878,9.363,2140.704,5.010,24.916,225.477,2800,0.185,50.904,3.992,3.931,2.208,144.824,3543.636,22143.735,-3.402
1,101,1408472539,9.539,1837.283,5.048,24.920,245.769,2410,0.185,20.349,3.850,4.044,1.882,79.211,919.813,6510.775,-1.699
1,102,1408411893,11.825,-1780.906,5.143,24.944,183.000,2310,0.185,14.599,2.250,2.035,1.136,98.583,698.050,4762.761,-2.101
1,103,1408416723,11.325,-1798.258,5.145,24.969,206.983,2330,0.185,26.756,3.479,3.567,2.393,108.114,1276.257,8041.846,-3.034
1,104,1408421188,10.595,-1836.757,5.116,24.948,228.481,2380,0.185,22.091,2.979,2.889,1.680,117.255,1103.993,7473.735,-2.518
1,105,1408426243,9.616,-1094.349,5.028,12.545,248.436,930,0.185,40.417,2.894,3.964,2.827,132.225,1326.723,4728.187,3.027
1,107,1408461428,11.670,1785.493,5.022,24.839,197.170,2340,0.185,26.783,3.054,3.387,1.957,115.807,2141.208,8240.591,-2.569
1,108,1408466418,10.572,1821.705,5.074,24.953,218.766,2380,0.185,20.537,4.050,4.228,2.028,78.481,710.730,6464.900,-2.201
1,109,1408445143,11.029,-1829.596,5.128,24.959,208.475,2370,0.185,26.900,4.002,5.071,2.230,109.181,1284.158,8180.534,-2.188
1,110,1408449121,12.270,-1864.010,5.128,24.991,226.788,2410,0.185,3.112,2.594,2.087,1.285,41.321,97.996,1347.363,-0.178
1,111,1408454548,12.518,-1110.188,5.058,12.573,248.432,940,0.185,26.341,2.041,2.555,2.115,114.010,1129.636,2906.906,-3.787
1,113,1408408143,12.233,1816.369,5.056,24.905,216.092,2370,0.185,6.506,2.562,2.331,1.105,58.080,221.825,2358.603,-0.838
1,113,1408488973,11.256,1793.336,5.029,24.856,192.738,2340,0.185,11.826,3.300,4.077,2.598,54.818,335.481,3552.130,-0.488
1,114,1408414383,11.849,1844.214,5.074,24.888,241.798,2410,0.185,7.607,2.044,1.627,1.140,86.984,526.445,3871.234,-0.925
1,116,1408440153,10.011,-1781.629,5.051,24.936,182.825,2330,0.185,22.694,3.583,4.278,2.791,111.804,907.299,8120.355,-2.610
1,118,1408432068,9.182,1771.404,5.029,24.888,193.528,2320,0.185,23.799,5.540,6.957,3.441,85.951,624.505,7438.483,-0.443
1,119,1408436458,9.811,1792.527,5.076,24.890,211.077,2340,0.185,10.996,4.591,4.847,1.281,32.331,149.342,3834.765,-0.236
1,120,1408443058,11.076,1818.418,5.048,24.878,238.828,2380,0.185,7.800,2.715,3.077,1.877,46.281,207.680,3182.431,-0.738
1,122,1408468373,10.941,-2602.517,18.242,24.949,181.000,770,0.185,8.116,1.458,1.050,1.039,104.429,392.508,864.637,1.476
1,122,1408469698,10.225,-1242.374,5.130,15.496,181.000,1240,0.185,31.153,3.325,5.085,2.914,84.604,852.957,4755.436,-3.094
1,123,1408473748,9.613,-1776.262,5.154,24.948,202.961,2300,0.185,31.162,4.428,4.669,1.603,80.584,1334.559,10340.671,-1.163
1,204,1408470893,9.519,2525.906,5.030,24.919,210.358,3290,0.185,36.577,4.825,6.744,3.620,98.947,1601.357,21360.060,-2.071
1,206,1408474423,9.329,2561.408,5.054,24.898,224.371,3330,0.185,37.410,4.829,5.562,3.100,98.317,1535.151,20421.528,-2.730
1,207,1408421252,10.600,-2552.844,5.087,24.942,203.595,3310,0.185,23.006,3.093,4.214,2.775,99.524,1244.433,14384.386,-4.798
1,209,1408477683,9.439,2556.339,5.048,24.931,237.820,3330,0.185,43.791,5.499,6.200,3.047,108.595,1984.414,23273.737,-1.385
1,210,1408477368,9.384,-2450.443,5.076,24.943,196.176,3180,0.185,43.333,6.328,8.031,2.821,96.005,1493.753,21031.154,-3.144
1,211,1408480548,9.396,-2499.688,5.095,24.981,211.668,3240,0.185,26.705,5.300,7.877,3.422,70.335,717.896,14557.730,-1.434
1,212,1408474443,9.568,-2461.715,5.087,25.000,182.069,3190,0.185,15.762,3.968,6.252,1.698,51.620,399.171,10316.320,-1.740
1,218,1408465153,11.254,-1990.809,5.099,24.964,214.250,2550,0.185,21.918,3.452,4.214,2.268,73.633,753.770,7939.863,-2.311
1,226,1408441153,10.815,2480.189,5.046,24.905,206.599,3230,0.185,24.383,2.961,2.782,1.316,98.233,1371.086,15219.305,-3.744
1,227,1408418398,10.862,2558.582,5.014,24.912,230.254,3340,0.185,19.320,2.858,2.602,1.215,94.446,751.289,10550.715,-3.572
1,229,1408427088,9.597,-2685.238,5.013,24.967,233.842,3480,0.185,19.820,2.869,2.879,1.608,102.559,1198.131,16366.128,-3.464
1,230,1408411448,12.190,2519.035,5.001,24.983,201.492,3300,0.185,16.668,2.457,2.206,1.228,91.935,887.206,9411.136,-3.067
1,231,1408456403,12.516,-2679.510,5.076,24.987,236.572,3450,0.185,17.819,2.620,2.163,1.355,97.383,1232.609,11094.518,-2.874
1,233,1408447803,12.108,2508.125,5.037,24.908,234.052,3270,0.185,22.843,2.819,2.695,1.279,97.858,1152.788,13028.568,-3.432
1,236,1408485898,10.203,-2585.931,5.072,24.948,239.481,3340,0.185,26.599,3.438,4.093,1.791,103.350,1567.658,15942.485,-2.942
2,3,1408409523,12.012,-2208.615,5.111,24.974,221.262,2850,0.095,17.155,3.204,3.813,2.733,85.256,670.628,6940.095,-2.534
2,4,1408417448,11.276,-2124.403,5.077,24.949,187.816,2760,0.095,15.328,3.127,4.166,2.871,87.199,444.282,6615.544,-2.598
2,5,1408452538,12.313,2072.210,5.045,24.870,198.646,2700,0.095,15.102,2.410,1.928,1.287,115.861,1009.568,7425.544,-2.054
2,6,1408438838,10.103,2064.416,5.070,24.873,197.981,2680,0.095,22.107,4.256,7.191,2.986,97.534,689.807,9386.465,-2.420
2,9,1408420598,10.398,-2197.445,5.075,24.947,207.337,2840,0.095,19.624,3.857,5.992,2.772,92.886,707.736,8353.776,-2.818
2,11,1408443688,11.289,2113.699,5.059,24.976,216.000,2760,0.095,25.738,3.214,3.725,2.551,97.544,1103.967,11423.612,-2.611
2,12,1408451783,12.345,-2217.338,5.021,24.986,213.279,2890,0.095,16.721,3.064,3.805,2.736,99.895,729.915,7035.062,-2.476
2,15,1408460343,11.678,1082.333,5.001,9.914,181.000,710,0.095,36.444,1.806,1.668,1.668,95.990,1282.782,3303.833,3.305
2,16,1408408383,12.035,2068.774,5.055,24.860,185.226,2690,0.095,14.238,2.862,2.799,1.460,92.787,549.116,5147.433,-2.084
2,17,1408430208,9.011,2103.464,5.056,24.910,219.000,2740,0.095,32.994,5.212,5.169,1.927,100.838,1241.827,14941.212,-1.060
2,19,1408433448,9.309,2142.443,5.042,24.855,229.868,2800,0.095,32.808,6.404,9.486,2.629,103.615,1134.338,13349.159,-0.498
2,20,1408448823,12.210,2144.816,5.062,24.908,189.686,2790,0.095,15.874,2.819,2.723,1.604,99.492,503.542,6255.170,-2.839
2,21,1408485028,9.890,-2091.816,5.042,20.511,245.952,2480,0.095,30.410,4.944,7.608,2.688,81.175,1050.115,11239.472,-0.572
2,23,1408463428,11.223,2128.938,5.026,24.879,242.430,2780,0.095,20.483,4.016,4.672,3.610,94.964,797.416,7631.045,-2.593
2,24,1408443375,10.480,-1184.303,5.070,9.791,248.507,750,0.095,26.898,2.487,8.285,8.285,59.575,698.761,2572.159,4.824
2,25,1408454468,12.358,-2375.109,5.052,24.975,234.420,3060,0.095,13.074,3.092,4.043,1.875,86.813,444.595,5783.097,-2.585
2,28,1408481218,9.775,2110.529,5.017,24.962,197.245,2760,0.095,32.370,5.239,8.055,3.261,108.219,994.807,12884.709,-2.577
2,29,1408462883,11.501,-2138.263,5.105,24.993,196.324,2770,0.095,23.228,3.168,4.208,1.963,113.065,971.197,9633.421,-3.841
2,30,1408431918,9.029,-2182.820,5.041,24.953,191.477,2840,0.095,25.807,7.061,6.637,2.751,98.329,649.737,10921.658,-2.184
2,31,1408485248,10.353,2070.942,5.025,24.852,210.926,2700,0.095,25.230,3.269,4.555,1.486,106.517,1364.079,12228.422,-1.902
2,32,1408473878,9.266,2140.704,5.010,24.916,225.452,2800,0.095,36.923,4.615,4.395,2.105,126.267,2127.171,16877.511,-1.224
2,101,1408472607,9.265,1909.190,5.048,24.920,245.885,2410,0.095,12.108,3.104,2.917,1.423,69.739,537.664,4281.781,-0.489
2,102,1408411893,11.769,-1780.906,5.143,24.944,183.000,2310,0.095,9.208,2.145,1.757,1.166,97.145,506.436,3803.669,-0.910
2,103,1408416723,11.292,-1798.258,5.145,24.969,206.983,2330,0.095,20.432,3.390,4.667,2.406,123.062,973.004,6446.712,-2.449
2,104,1408421188,10.357,-1836.757,5.116,24.948,228.452,2380,0.095,10.610,2.719,2.741,1.400,128.080,531.946,4085.041,-1.155
2,105,1408426198,9.552,-1139.936,5.028,13.277,248.476,1020,0.095,45.668,3.763,6.594,4.199,107.652,1508.081,5802.595,0.322
2,107,1408461428,11.626,1785.493,5.022,24.839,197.136,2340,0.095,24.918,2.994,3.280,1.913,127.520,1844.554,8508.872,-2.574
2,108,1408466418,10.483,1821.705,5.074,24.953,218.812,2380,0.095,14.369,3.702,4.059,2.735,78.173,438.826,4578.433,-1.462
2,109,1408445143,10.927,-1829.596,5.128,24.959,208.462,2370,0.095,19.626,3.695,4.433,2.288,123.755,1156.685,6340.447,-1.447
2,110,1408449117,12.141,-1868.420,5.128,24.991,226.812,2410,0.095,4.378,2.589,1.991,1.319,48.032,160.051,1618.751,-0.020
2,111,1408454548,12.438,-1110.188,5.058,12.573,248.411,940,0.095,24.927,2.386,2.785,2.216,107.363,1796.119,2721.885,-1.705
2,113,1408408143,11.822,1816.369,5.056,24.905,216.084,2370,0.095,4.683,2.309,1.932,1.069,64.741,175.186,2223.854,-0.552
2,113,1408488968,11.127,1787.600,5.029,24.856,192.740,2340,0.095,10.370,3.531,4.158,2.410,53.893,286.564,3163.230,-0.771
2,114,1408414383,11.577,1844.214,5.074,24.888,241.818,2410,0.095,6.120,2.450,2.062,1.116,74.436,323.331,3189.853,-0.875
2,116,1408440153,9.709,-1781.629,5.051,24.936,182.833,2330,0.095,17.596,3.546,3.886,2.216,103.627,1261.778,5879.510,-0.783
2,118,1408432068,9.098,1771.404,5.029,24.888,193.515,2320,0.095,23.749,5.180,5.262,3.492,92.800,1330.368,7672.080,-0.873
2,119,1408436461,9.697,1796.658,5.076,24.890,211.017,2340,0.095,6.944,4.153,4.070,1.406,29.705,97.169,2293.567,-0.544
2,120,1408443058,11.089,1818.418,5.048,24.878,238.849,2380,0.095,2.941,2.501,2.247,1.721,33.150,80.908,1241.798,-0.166
2,122,1408469191,10.166,-1753.781,5.130,24.949,181.000,2330,0.095,13.169,2.965,3.224,1.990,90.836,769.395,3230.855,-0.646
2,123,1408473748,9.572,-1776.262,5.154,24.948,202.939,2300,0.095,25.830,4.468,5.618,2.064,102.707,1179.958,8882.731,0.072
2,204,1408470893,9.406,2525.906,5.030,24.919,210.361,3290,0.095,22.927,5.228,7.745,3.192,72.213,607.110,13520.548,-0.412
2,206,1408474423,9.234,2561.408,5.054,24.898,224.386,3330,0.095,31.131,6.111,7.534,3.633,82.373,901.355,16882.976,-0.597
2,207,1408421253,10.746,-2551.870,5.087,24.942,203.623,3310,0.095,14.247,3.162,2.818,1.149,85.980,483.145,9000.916,-2.632
2,209,1408477683,9.349,2556.339,5.048,24.931,237.835,3330,0.095,27.110,5.855,9.351,4.130,84.126,714.634,14925.826,-1.750
2,210,1408477368,9.253,-2450.443,5.076,24.943,196.176,3180,0.095,26.697,6.284,8.370,4.052,86.635,560.658,12560.477,-1.963
2,211,1408480548,9.312,-2499.688,5.095,24.981,211.677,3240,0.095,18.351,5.821,8.151,3.897,52.000,319.840,9593.779,-0.328
2,212,1408474443,9.424,-2461.715,5.087,25.000,182.050,3190,0.095,11.268,5.058,8.437,3.013,56.197,170.580,6531.783,-1.403
2,218,1408465153,11.202,-1990.809,5.099,24.964,214.297,2550,0.095,12.260,3.063,3.681,1.907,54.117,297.419,4932.272,-1.187
2,226,1408441153,10.673,2480.189,5.046,24.905,206.562,3230,0.095,18.145,3.215,4.394,1.518,79.492,658.698,11067.970,-2.454
2,227,1408418398,10.789,2558.582,5.014,24.912,230.272,3340,0.095,12.807,3.124,2.792,1.367,81.952,453.990,6904.329,-1.836
2,229,1408427088,10.115,-2685.238,5.013,24.967,233.842,3480,0.095,11.239,2.682,2.528,1.123,78.301,404.632,9931.278,-1.159
2,230,1408411448,12.056,2519.035,5.001,24.983,201.511,3300,0.095,12.013,2.835,3.137,2.312,79.649,357.158,6432.952,-1.984
2,231,1408456403,12.371,-2679.510,5.076,24.987,236.598,3450,0.095,12.422,2.998,2.899,1.387,73.289,372.179,6916.686,-2.278
2,233,1408447803,11.894,2508.125,5.037,24.908,234.046,3270,0.095,12.253,2.892,2.982,1.241,76.810,433.037,7088.480,-2.026
2,236,1408485898,10.109,-2585.931,5.072,24.948,239.475,3340,0.095,18.668,4.401,6.650,3.467,78.185,603.952,10331.066,-2.395
3,3,1408409523,12.074,-2208.615,5.111,24.974,221.287,2850,0.095,13.440,3.681,7.105,3.423,66.112,460.492,5362.516,-2.084
3,4,1408417448,11.274,-2124.403,5.077,24.949,187.744,2760,0.095,21.040,3.255,3.576,1.989,72.727,871.602,8772.946,-2.970
3,5,1408452538,12.375,2072.210,5.045,24.870,198.664,2700,0.095,13.615,2.430,1.913,1.228,86.665,1265.571,7658.629,-0.730
3,6,1408438838,10.222,2064.416,5.070,24.873,197.967,2680,0.095,22.585,3.484,4.093,1.216,79.376,1100.646,10620.064,-1.018
3,9,1408420598,10.462,-2197.445,5.075,24.947,207.309,2840,0.095,16.798,3.345,3.196,1.149,74.761,710.417,8055.929,-1.864
3,11,1408443688,11.265,2113.699,5.059,24.976,216.000,2760,0.095,28.480,3.716,4.858,2.844,90.446,1204.997,11387.715,-3.338
3,12,1408451783,12.348,-2217.338,5.021,24.986,213.241,2890,0.095,20.556,3.518,5.381,4.519,88.022,805.565,7983.440,-3.254
3,15,1408460363,11.662,1102.054,5.001,10.194,181.000,750,0.095,45.326,2.098,1.911,1.911,97.363,2035.328,4145.556,2.361
3,16,1408408383,12.076,2068.774,5.055,24.860,185.200,2690,0.095,18.191,3.366,2.754,1.880,72.776,809.271,6212.273,-2.110
3,17,1408430208,9.035,2103.464,5.056,24.910,219.000,2740,0.095,30.610,6.074,6.220,3.517,87.720,1016.646,12991.606,-0.489
3,19,1408433448,9.311,2142.443,5.042,24.855,229.883,2800,0.095,26.344,5.544,5.440,2.059,69.291,697.865,10871.457,0.726
3,20,1408448823,12.303,2144.816,5.062,24.908,189.639,2790,0.095,18.912,2.723,2.721,1.568,85.469,916.637,7976.691,-3.216
3,21,1408485058,9.912,-2058.986,5.042,20.148,245.967,2420,0.095,33.332,4.605,7.268,2.771,87.406,987.954,12067.292,-1.181
3,23,1408463428,11.201,2128.938,5.026,24.879,242.416,2780,0.095,14.957,3.118,3.737,2.406,81.329,583.992,6088.893,-1.862
3,24,1408443403,10.552,-1156.419,5.070,9.413,248.386,690,0.095,34.672,2.281,3.959,3.959,68.734,791.004,3131.208,0.662
3,25,1408454468,12.300,-2375.109,5.052,24.975,234.414,3060,0.095,9.793,3.048,2.849,1.311,54.647,303.864,4483.143,-1.348
3,28,1408481218,9.870,2110.529,5.017,24.962,197.224,2760,0.095,37.664,4.993,6.054,2.076,94.050,1920.865,15648.719,-0.563
3,29,1408462883,11.576,-2138.263,5.105,24.993,196.291,2770,0.095,23.364,3.090,3.455,2.137,85.586,1176.550,10014.441,-3.059
3,30,1408431918,9.100,-2182.820,5.041,24.953,191.470,2840,0.095,40.398,5.812,5.805,3.229,89.809,1527.078,16496.511,-0.412
3,31,1408485248,10.484,2070.942,5.025,24.852,210.919,2700,0.095,30.252,3.230,3.816,1.339,103.668,2028.363,14993.037,-1.310
3,32,1408473878,9.287,2140.704,5.010,24.916,225.448,2800,0.095,28.324,4.605,4.713,2.178,86.016,1307.707,13019.937,1.823
3,101,1408472543,9.326,1841.085,5.048,24.920,245.785,2410,0.095,8.511,3.593,3.632,1.863,69.611,219.636,3413.231,0.002
3,102,1408411893,12.152,-1780.906,5.143,24.944,183.000,2310,0.095,5.073,1.816,1.424,1.087,54.697,202.294,2175.765,-0.358
3,103,1408416723,11.232,-1798.258,5.145,24.969,206.996,2330,0.095,9.247,2.718,2.952,1.965,82.845,378.928,3482.201,-0.954
3,104,1408421188,10.442,-1836.757,5.116,24.948,228.418,2380,0.095,10.241,2.916,2.467,1.191,87.769,313.167,3965.154,-1.041
3,105,1408426228,9.260,-1109.531,5.028,12.789,248.495,960,0.095,19.735,3.343,3.758,3.008,82.507,578.354,2427.013,1.365
