aid,prn,t,rh,tanededt,minelv,maxelv,azi,dt,ahgt,sp,ptn,clr,pr,ms,vs,af,df
1,17,1408344048,9.163,2102.889,5.038,24.893,219.000,2740,0.185,45.272,5.227,6.105,2.385,115.711,1926.964,18607.420,-0.143
1,19,1408347303,9.262,2146.916,5.055,24.858,229.871,2790,0.185,36.146,4.514,6.823,2.921,105.276,1500.699,15557.509,-4.602
1,20,1408362673,12.533,2143.341,5.047,24.919,189.700,2790,0.185,20.021,2.236,2.213,1.346,94.006,1355.993,9343.327,-3.363
1,21,1408398863,10.643,-2102.529,5.089,20.624,246.052,2490,0.185,34.237,3.257,4.334,2.763,116.965,1911.243,13408.906,-4.899
1,23,1408377273,10.699,2122.758,5.031,24.873,242.428,2770,0.185,31.790,4.334,5.712,2.913,114.687,1569.538,12483.218,-3.461
1,24,1408357253,11.696,-1160.338,5.119,9.306,248.456,670,0.185,30.712,1.422,1.007,1.007,106.007,2001.016,3714.140,-3.399
1,25,1408368318,12.435,-2366.006,5.016,24.948,234.358,3060,0.185,21.726,2.998,3.616,2.192,98.703,1269.070,9554.664,-3.333
1,28,1408395058,10.403,2111.298,5.010,24.942,197.217,2760,0.185,30.797,3.963,4.248,1.497,109.619,1676.883,13372.936,-4.094
1,29,1408376723,11.104,-2140.819,5.120,24.979,196.317,2770,0.185,33.756,2.760,2.544,1.138,119.197,2114.221,16858.297,-4.610
1,30,1408345763,9.332,-2180.130,5.063,24.949,191.514,2830,0.185,21.899,6.278,7.294,3.379,98.318,1498.470,16304.196,-2.190
1,31,1408399093,11.123,2079.792,5.051,24.911,210.908,2710,0.185,29.006,2.879,2.608,1.090,127.178,1912.663,13306.263,-3.333
1,32,1408387723,9.524,2140.772,5.042,24.893,225.439,2790,0.185,43.672,4.534,4.952,1.388,127.377,2628.923,20336.951,-4.487
1,101,1408325898,11.575,-1797.750,5.102,24.946,187.000,2340,0.185,19.045,3.347,4.750,2.128,85.396,794.958,5839.138,-2.438
1,102,1408330638,10.940,-1803.261,5.127,25.000,206.643,2340,0.185,19.100,3.244,3.469,2.187,105.845,863.144,6753.922,-0.419
1,103,1408335238,9.958,-1841.396,5.120,24.924,230.368,2380,0.185,22.960,2.519,2.749,2.058,119.902,1407.619,10241.928,-1.890
1,106,1408375583,10.937,1790.563,5.003,24.905,200.373,2350,0.185,6.462,3.499,3.322,1.301,29.817,108.185,2067.639,-0.646
1,107,1408380643,9.912,1809.444,5.033,24.868,220.445,2370,0.185,28.878,3.613,3.649,1.811,127.394,1463.491,9597.145,-2.262
1,108,1408385813,9.497,1836.437,5.019,24.904,241.917,2410,0.185,26.867,5.754,8.248,4.099,81.044,737.235,8255.163,-1.288
1,109,1408363643,12.642,-1878.315,5.095,24.936,231.967,2430,0.185,12.027,2.403,2.187,1.305,113.537,862.832,6250.756,-1.753
1,110,1408368163,12.445,-1195.274,5.066,13.967,248.375,1110,0.185,7.847,1.886,1.696,1.605,43.430,194.848,1276.008,-0.250
1,112,1408322683,12.044,1810.978,5.050,24.853,218.433,2370,0.185,19.954,3.259,4.073,2.102,120.688,1366.291,5872.244,-2.345
1,112,1408403488,11.754,1787.086,5.009,24.870,195.170,2340,0.185,24.194,3.473,2.918,1.657,104.249,1042.660,7142.440,-0.857
1,113,1408327528,11.052,1846.457,5.035,24.977,239.256,2420,0.185,8.486,2.617,2.256,1.006,62.241,341.568,3144.042,-1.548
1,115,1408353958,10.489,-1803.965,5.145,24.980,182.051,2340,0.185,24.683,4.208,5.269,3.001,101.862,984.171,7492.283,-2.199
1,116,1408358908,11.724,-1804.675,5.127,24.933,205.919,2340,0.185,25.975,3.516,3.663,2.490,119.588,1323.484,8199.679,-2.400
1,117,1408346323,9.441,1781.083,5.054,24.881,195.987,2330,0.185,43.210,5.358,5.101,1.723,113.242,2169.317,13437.751,-0.690
1,118,1408351243,10.489,1794.803,5.049,24.874,216.792,2350,0.185,13.399,2.532,1.969,1.003,96.779,872.557,5778.757,-0.704
1,119,1408355803,11.324,1817.196,5.079,24.928,234.332,2370,0.185,8.233,3.457,3.635,2.966,35.869,133.913,2366.392,-0.837
1,121,1408382873,9.943,-1777.031,5.126,24.971,181.250,2310,0.185,24.285,3.685,4.872,2.956,102.259,972.082,7703.138,-2.681
1,122,1408387928,9.482,-1809.712,5.152,24.920,203.877,2340,0.185,29.590,4.877,5.445,1.942,96.364,982.754,8879.517,-0.900
1,123,1408392308,9.545,-1813.870,5.078,24.967,226.232,2360,0.185,27.546,5.462,7.872,4.063,102.405,850.915,8431.016,-2.314
1,203,1408388768,9.519,2550.683,5.043,24.904,226.868,3320,0.185,30.260,4.059,5.488,3.056,89.101,1228.185,18058.824,-3.941
1,204,1408338738,9.351,-2614.031,5.067,24.961,222.115,3380,0.185,32.322,5.503,11.031,3.039,84.801,1131.805,19040.950,-3.306
1,205,1408381898,9.968,2516.555,5.041,24.952,198.359,3280,0.185,23.903,3.852,3.482,1.105,90.693,1042.089,15390.203,-1.818
1,206,1408341458,9.147,-2715.636,5.059,24.991,236.698,3500,0.185,28.806,5.338,6.859,2.700,92.571,1091.994,20303.146,-2.193
1,209,1408344823,9.727,-1755.371,5.099,14.771,248.071,1690,0.185,10.726,7.092,9.512,6.349,102.125,1801.624,13204.152,-0.767
1,210,1408355483,11.306,2464.280,5.046,24.930,208.916,3210,0.185,18.082,3.107,4.161,3.093,86.606,803.110,9236.884,-3.447
1,211,1408359238,11.962,2496.196,5.018,24.888,224.278,3260,0.185,15.370,2.793,2.449,1.009,57.779,503.347,8480.139,-2.380
1,212,1408352298,10.508,2451.968,5.036,24.961,194.960,3200,0.185,17.968,3.457,3.573,1.778,59.511,438.297,9823.402,-2.508
1,215,1408397523,10.401,-2534.868,5.098,24.978,227.689,3270,0.185,27.686,4.245,5.459,3.124,84.573,849.494,13834.863,-4.125
1,218,1408371958,10.687,-2199.766,15.257,20.464,181.889,620,0.185,5.034,1.595,1.619,1.532,47.892,123.306,524.272,-0.359
1,219,1408332168,10.086,-2513.097,5.043,24.947,189.159,3260,0.185,10.484,2.224,2.178,1.062,48.971,299.051,7603.109,-2.009
1,221,1408322733,11.862,2509.558,5.042,24.957,190.552,3270,0.185,17.428,3.050,3.122,1.165,74.588,738.387,9962.542,-2.302
1,224,1408362223,12.346,-2538.721,5.081,24.979,195.370,3290,0.185,18.342,2.234,2.092,1.335,88.413,1027.672,11774.430,-3.394
1,225,1408368018,12.383,-2619.236,5.058,24.950,224.658,3380,0.185,18.202,2.604,3.123,1.959,80.700,842.485,10826.263,-3.120
1,231,1408336628,9.173,2597.711,5.046,24.945,247.280,3380,0.185,32.576,5.211,7.948,2.834,87.767,1148.412,19745.444,-1.742
1,234,1408391813,9.486,-2457.506,5.081,24.950,199.172,3190,0.185,33.244,4.683,5.005,1.720,95.290,1198.665,16579.540,-3.090
2,3,1408323364,11.934,-2216.320,5.072,24.979,221.339,2860,0.095,17.561,3.601,5.341,3.247,80.882,627.244,7308.302,-2.512
2,4,1408331293,10.728,-2127.002,5.043,24.979,187.737,2770,0.095,16.463,3.250,4.012,1.938,80.719,434.038,7458.674,-1.822
2,5,1408366383,12.773,2076.021,5.039,24.889,198.640,2710,0.095,11.765,1.997,1.816,1.027,109.777,731.917,5926.292,-1.919
2,6,1408352688,10.467,2068.203,5.041,24.978,197.967,2700,0.095,18.162,3.839,4.442,1.768,88.088,587.065,7674.438,-1.838
2,9,1408334443,9.840,-2198.967,5.059,24.998,207.360,2850,0.095,15.767,2.777,2.926,1.052,78.540,640.792,9787.126,-1.404
2,11,1408357523,12.062,2122.769,5.040,24.958,216.000,2770,0.095,10.450,2.093,1.530,1.047,91.284,653.915,6195.568,-1.323
2,12,1408365628,12.480,-2220.018,5.051,24.987,213.242,2880,0.095,16.139,2.899,2.544,1.197,99.459,708.892,6643.820,-2.014
2,15,1408374213,11.219,1083.584,5.006,10.125,181.000,730,0.095,29.493,2.541,4.775,4.775,83.672,552.891,2555.415,-3.602
2,16,1408322228,12.105,2069.391,5.028,24.871,185.192,2700,0.095,11.611,2.612,2.422,1.294,83.894,427.479,4488.724,-1.828
2,17,1408344048,9.055,2102.889,5.038,24.893,219.000,2740,0.095,40.857,6.491,7.421,2.452,98.320,1345.363,16056.784,1.676
2,19,1408347303,9.255,2146.916,5.055,24.858,229.889,2790,0.095,19.996,3.815,5.270,1.665,92.480,811.112,10431.673,-2.063
2,20,1408362673,12.427,2143.341,5.047,24.919,189.668,2790,0.095,12.893,2.598,2.867,1.383,94.838,406.490,5279.072,-2.138
2,21,1408398878,10.594,-2086.063,5.089,20.443,245.988,2460,0.095,18.589,3.545,4.695,2.438,74.743,777.880,7079.525,-2.009
2,23,1408377273,10.474,2122.758,5.031,24.873,242.406,2770,0.095,16.626,3.735,3.373,1.045,92.256,740.341,7590.973,-1.936
2,24,1408357238,11.545,-1175.657,5.119,9.493,248.366,700,0.095,14.857,1.656,1.202,1.202,53.462,442.132,1618.290,-3.993
2,25,1408368318,12.443,-2366.006,5.016,24.948,234.384,3060,0.095,14.888,3.081,3.515,1.794,83.330,479.806,6276.048,-2.562
2,28,1408395058,10.264,2111.298,5.010,24.942,197.209,2760,0.095,19.860,3.783,5.219,3.058,99.882,642.518,8752.458,-2.721
2,29,1408376723,11.006,-2140.819,5.120,24.979,196.295,2770,0.095,23.197,3.149,2.801,1.256,106.158,886.852,10380.470,-3.245
2,30,1408345763,9.204,-2180.130,5.063,24.949,191.514,2830,0.095,16.805,5.720,6.128,2.558,89.132,540.250,9805.483,-1.700
2,31,1408399093,11.011,2079.792,5.051,24.911,210.908,2710,0.095,20.115,3.252,3.024,1.292,100.054,869.443,8266.582,-2.688
2,32,1408387723,9.435,2140.772,5.042,24.893,225.450,2790,0.095,35.800,4.661,4.069,1.263,117.325,1765.814,17056.350,-1.617
2,101,1408325898,11.587,-1797.750,5.102,24.946,187.000,2340,0.095,9.909,2.557,2.936,1.391,58.429,285.971,3475.146,-1.043
2,102,1408330638,10.992,-1803.261,5.127,25.000,206.634,2340,0.095,11.681,3.016,3.185,1.987,107.201,406.282,4429.987,-0.179
2,103,1408335238,9.664,-1841.396,5.120,24.924,230.435,2380,0.095,6.381,2.580,2.598,1.739,102.175,352.946,3206.800,-0.837
2,104,1408340608,11.973,-788.915,5.023,7.590,249.000,320,0.095,9.962,2.653,0.000,0.000,75.918,875.067,1477.308,-2.083
2,106,1408375583,10.905,1790.563,5.003,24.905,200.411,2350,0.095,5.739,4.334,5.563,2.675,36.225,75.688,1708.387,-0.460
2,107,1408380643,9.804,1809.444,5.033,24.868,220.508,2370,0.095,14.382,3.102,3.020,1.913,130.001,662.247,5317.516,-1.444
2,108,1408385813,9.320,1836.437,5.019,24.904,241.967,2410,0.095,12.227,5.038,7.512,4.066,62.416,233.593,3969.905,-1.264
2,109,1408363643,9.281,-1878.315,5.095,24.936,231.926,2430,0.095,7.838,2.416,2.139,1.244,115.181,571.002,5554.273,-2.024
2,110,1408368178,12.227,-1180.090,5.066,13.724,248.349,1080,0.095,5.615,1.558,1.296,1.091,35.832,131.983,1246.663,-0.663
2,112,1408322683,11.751,1810.978,5.050,24.853,218.475,2370,0.095,10.632,3.250,4.641,2.082,120.233,583.122,5577.406,-1.765
2,112,1408403488,11.666,1787.086,5.009,24.870,195.170,2340,0.095,20.786,3.265,2.990,1.576,105.237,753.117,6794.420,-1.435
2,113,1408327528,11.326,1846.111,5.035,24.977,239.235,2420,0.095,3.014,2.215,2.041,1.361,47.971,116.747,1599.987,-0.322
2,115,1408353958,10.300,-1803.965,5.145,24.980,182.038,2340,0.095,18.274,4.386,5.825,2.387,81.742,599.287,5603.410,-0.832
2,116,1408358908,11.565,-1804.675,5.127,24.933,205.898,2340,0.095,15.242,3.663,3.901,2.839,129.213,867.132,5036.151,-0.613
2,117,1408346323,9.352,1781.083,5.054,24.881,195.996,2330,0.095,37.017,5.657,10.506,3.292,104.434,1426.038,12404.984,0.256
2,118,1408351243,10.284,1794.803,5.049,24.874,216.822,2350,0.095,9.240,2.768,2.641,1.422,112.459,300.767,3337.606,-1.183
2,119,1408355803,11.159,1817.196,5.079,24.928,234.370,2370,0.095,2.077,2.183,1.870,1.410,31.265,40.248,1023.387,-0.025
2,121,1408382873,9.790,-1777.031,5.126,24.971,181.233,2310,0.095,21.334,4.355,10.078,5.442,87.323,892.800,6940.868,-1.766
2,122,1408387928,9.412,-1809.712,5.152,24.920,203.898,2340,0.095,29.183,5.378,5.938,2.113,121.171,849.743,8904.478,1.051
2,123,1408392308,9.406,-1813.870,5.078,24.967,226.236,2360,0.095,10.316,3.348,3.477,1.252,96.378,367.719,4446.992,-1.174
2,203,1408388768,9.520,2550.683,5.043,24.904,226.862,3320,0.095,19.992,3.763,4.117,1.004,80.222,671.397,13655.400,-2.099
2,204,1408338738,9.258,-2614.031,5.067,24.961,222.145,3380,0.095,25.084,5.512,8.696,2.627,74.238,677.880,15015.129,-1.843
2,205,1408381898,9.822,2516.555,5.041,24.952,198.359,3280,0.095,16.389,4.168,4.055,1.198,82.018,488.576,10921.243,-1.053
2,206,1408341458,9.042,-2715.636,5.059,24.991,236.698,3500,0.095,20.725,6.253,6.274,2.434,72.675,545.604,14183.156,-1.387
2,209,1408344843,9.674,-1734.521,5.099,14.543,248.048,1650,0.095,7.313,5.872,6.917,4.959,56.181,495.817,6304.236,-0.135
2,210,1408355483,11.163,2464.280,5.046,24.930,208.947,3210,0.095,11.469,3.144,4.978,3.040,69.528,379.372,6165.393,-2.286
2,211,1408359238,11.913,2496.196,5.018,24.888,224.257,3260,0.095,10.868,2.769,3.046,2.138,53.255,283.286,6075.128,-1.886
2,212,1408352298,10.396,2451.968,5.036,24.961,194.935,3200,0.095,11.915,3.782,6.130,3.310,53.644,190.499,6224.640,-2.046
2,215,1408397523,10.340,-2534.868,5.098,24.978,227.686,3270,0.095,21.476,4.718,5.232,3.524,78.821,521.508,10435.652,-2.726
2,218,1408371958,11.531,-2199.766,15.257,20.464,181.794,620,0.095,2.647,1.841,1.251,1.251,61.985,76.002,357.496,-0.472
2,219,1408332168,10.563,-2513.097,5.043,24.947,189.150,3260,0.095,7.050,2.653,2.584,1.255,46.105,109.439,4620.623,-1.223
2,221,1408322733,12.179,2509.558,5.042,24.957,190.549,3270,0.095,10.014,2.664,2.537,1.008,71.011,243.428,6107.453,-1.514
2,224,1408362223,12.193,-2538.721,5.081,24.979,195.403,3290,0.095,12.938,2.452,2.104,1.118,79.315,380.282,7635.117,-2.061
2,225,1408368018,12.354,-2619.236,5.058,24.950,224.661,3380,0.095,15.110,2.951,3.076,1.197,76.132,492.715,8497.201,-3.000
2,231,1408336628,9.058,2597.711,5.046,24.945,247.263,3380,0.095,18.757,6.548,6.865,2.313,60.513,521.424,12022.271,0.091
2,234,1408391813,9.344,-2457.506,5.081,24.950,199.197,3190,0.095,20.684,4.873,5.415,1.355,86.908,534.341,11352.232,-0.864
3,3,1408323368,11.910,-2213.003,5.072,24.979,221.314,2860,0.095,12.213,3.372,4.671,3.353,56.528,378.801,5188.145,-1.567
3,4,1408331293,10.779,-2127.002,5.043,24.979,187.770,2770,0.095,20.541,2.841,2.970,1.676,69.381,829.408,10115.465,-2.045
3,5,1408366383,10.909,2076.021,5.039,24.889,198.669,2710,0.095,10.520,2.002,1.577,1.043,73.722,954.666,6809.505,-1.076
3,6,1408352688,10.554,2068.203,5.041,24.978,197.959,2700,0.095,19.727,3.536,2.990,1.883,68.980,814.362,8519.979,-1.244
3,9,1408334443,10.292,-2198.967,5.059,24.998,207.374,2850,0.095,19.710,3.038,4.751,2.695,69.297,790.102,10948.520,-0.342
3,11,1408357523,12.079,2122.769,5.040,24.958,216.000,2770,0.095,9.107,2.249,1.688,1.075,66.078,398.367,4627.680,-1.192
3,12,1408365628,12.501,-2220.018,5.051,24.987,213.277,2880,0.095,16.357,3.262,2.895,1.059,73.558,622.561,6697.178,-2.454
3,15,1408374183,11.106,1054.003,5.006,9.700,181.000,670,0.095,45.700,2.477,6.221,5.347,85.365,1251.900,3650.885,-3.095
3,16,1408322228,12.163,2069.391,5.028,24.871,185.244,2700,0.095,16.451,2.945,2.907,1.674,72.727,822.352,6312.034,-2.033
3,17,1408344048,9.078,2102.889,5.038,24.893,219.000,2740,0.095,30.732,5.704,9.188,5.737,71.013,949.562,12660.273,2.414
3,19,1408347312,9.175,2156.924,5.055,24.858,229.871,2790,0.095,13.027,3.333,3.939,1.574,56.854,351.353,6837.720,-0.846
3,20,1408362673,12.487,2143.341,5.047,24.919,189.675,2790,0.095,15.801,2.571,2.636,1.479,75.084,681.488,6860.475,-2.297
3,21,1408398908,10.583,-2053.238,5.089,20.079,245.917,2400,0.095,21.160,3.402,5.626,3.013,77.535,669.532,7818.557,-2.176
3,23,1408377273,10.630,2122.758,5.031,24.873,242.392,2770,0.095,17.902,3.691,5.598,3.231,79.414,626.610,7807.454,-1.670
3,24,1408357228,11.615,-1185.877,5.119,9.618,248.521,720,0.095,17.284,1.510,1.041,1.041,61.560,509.046,2217.270,-0.240
3,25,1408368316,12.450,-2368.120,5.016,24.948,234.379,3060,0.095,7.934,2.611,2.404,1.279,49.932,277.734,4667.873,-0.700
3,28,1408395058,10.312,2111.298,5.010,24.942,197.217,2760,0.095,18.899,3.499,4.878,2.244,76.473,1003.317,8994.298,-2.098
3,29,1408376723,11.074,-2140.819,5.120,24.979,196.295,2770,0.095,25.511,2.968,3.147,1.373,84.622,1335.306,11728.994,-2.975
3,30,1408345763,9.261,-2180.130,5.063,24.949,191.472,2830,0.095,21.434,5.635,6.182,3.280,77.670,1211.862,14550.134,0.001
3,31,1408399093,11.073,2079.792,5.051,24.911,210.893,2710,0.095,18.685,2.992,2.606,1.297,86.817,847.489,8425.792,-2.653
3,32,1408387723,9.415,2140.772,5.042,24.893,225.414,2790,0.095,23.322,4.685,3.701,1.492,72.331,897.147,10818.027,0.961
3,101,1408325892,11.595,-1804.035,5.102,24.946,187.000,2340,0.095,3.774,1.823,1.745,1.312,36.337,120.616,1660.329,-0.071
3,102,1408330638,11.005,-1803.261,5.127,25.000,206.617,2340,0.095,18.602,4.522,8.337,3.624,82.349,457.032,5071.356,-0.245
